time,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration
['2022-07-05'],[20.4],[10.9],[18.8],[10.4],['2022-07-05T04:25'],['2022-07-05T21:02'],[21.02],[0.4],[0.4],[0.0],[3.0],[20.4],[42.5],[163],[3.77]
['2022-06-28'],[23.0],[11.6],[22.5],[10.6],['2022-06-28T04:20'],['2022-06-28T21:04'],[23.56],[0.0],[0.0],[0.0],[0.0],[13.6],[27.7],[269],[4.37]
['2022-06-14'],[20.1],[7.5],[18.6],[5.8],['2022-06-14T04:16'],['2022-06-14T21:02'],[19.9],[0.0],[0.0],[0.0],[0.0],[12.8],[22.3],[71],[3.5]
['2022-06-08'],[17.7],[13.0],[17.4],[12.9],['2022-06-08T04:18'],['2022-06-08T20:57'],[6.38],[12.2],[12.2],[0.0],[15.0],[20.4],[30.2],[246],[1.2]
['2022-11-18'],[10.5],[7.5],[7.9],[4.8],['2022-11-18T08:01'],['2022-11-18T16:46'],[3.1],[6.0],[6.0],[0.0],[12.0],[15.9],[27.0],[261],[0.46]
['2022-11-14'],[8.7],[3.0],[5.7],[-0.5],['2022-11-14T07:55'],['2022-11-14T16:52'],[5.37],[0.0],[0.0],[0.0],[0.0],[13.6],[29.5],[317],[0.58]
['2022-07-11'],[22.3],[14.2],[24.8],[14.3],['2022-07-11T04:31'],['2022-07-11T20:58'],[21.9],[0.0],[0.0],[0.0],[0.0],[11.3],[23.0],[92],[3.73]
['2022-07-14'],[22.9],[10.5],[22.0],[9.8],['2022-07-14T04:34'],['2022-07-14T20:55'],[23.87],[0.0],[0.0],[0.0],[0.0],[18.6],[38.9],[113],[4.49]
['2022-10-21'],[19.2],[13.0],[19.3],[12.3],['2022-10-21T07:12'],['2022-10-21T17:35'],[4.8],[0.5],[0.5],[0.0],[2.0],[16.5],[34.2],[276],[0.85]
['2022-09-12'],[23.8],[12.5],[23.6],[11.9],['2022-09-12T06:07'],['2022-09-12T19:03'],[15.84],[0.0],[0.0],[0.0],[0.0],[10.9],[30.2],[271],[2.84]
['2022-06-03'],[22.8],[10.7],[22.3],[8.1],['2022-06-03T04:21'],['2022-06-03T20:53'],[26.27],[0.3],[0.3],[0.0],[2.0],[21.0],[38.2],[32],[5.3]
['2022-05-19'],[23.7],[12.3],[25.2],[11.2],['2022-05-19T04:37'],['2022-05-19T20:33'],[14.61],[5.3],[5.3],[0.0],[7.0],[19.8],[41.4],[223],[2.67]
['2022-04-29'],[12.5],[5.7],[8.7],[2.3],['2022-04-29T05:11'],['2022-04-29T20:01'],[13.72],[0.0],[0.0],[0.0],[0.0],[17.8],[36.7],[57],[2.1]
['2022-04-29'],[12.5],[5.7],[8.7],[2.3],['2022-04-29T05:11'],['2022-04-29T20:01'],[13.72],[0.0],[0.0],[0.0],[0.0],[17.8],[36.7],[57],[2.1]
['2022-10-14'],[15.9],[9.0],[15.7],[7.8],['2022-10-14T07:00'],['2022-10-14T17:50'],[2.4],[2.8],[2.8],[0.0],[8.0],[15.2],[25.6],[261],[0.45]
['2022-06-24'],[23.9],[17.6],[24.9],[18.0],['2022-06-24T04:18'],['2022-06-24T21:05'],[12.2],[21.8],[21.8],[0.0],[17.0],[15.4],[25.9],[214],[2.35]
['2022-07-15'],[21.2],[10.8],[18.9],[9.6],['2022-07-15T04:35'],['2022-07-15T20:54'],[19.2],[0.2],[0.2],[0.0],[2.0],[16.3],[31.7],[165],[3.77]
['2022-05-16'],[23.6],[14.7],[23.1],[12.0],['2022-05-16T04:41'],['2022-05-16T20:29'],[17.42],[2.7],[2.7],[0.0],[6.0],[24.9],[43.2],[230],[3.91]
['2022-06-22'],[24.5],[10.3],[23.8],[9.1],['2022-06-22T04:17'],['2022-06-22T21:05'],[28.4],[0.0],[0.0],[0.0],[0.0],[13.2],[29.5],[52],[5.31]
['2022-06-10'],[21.2],[12.5],[20.8],[11.0],['2022-06-10T04:18'],['2022-06-10T20:59'],[13.35],[0.6],[0.6],[0.0],[5.0],[19.9],[38.9],[234],[2.8]
['2022-10-03'],[17.1],[6.5],[16.1],[4.7],['2022-10-03T06:42'],['2022-10-03T18:14'],[6.9],[0.2],[0.2],[0.0],[2.0],[9.1],[22.7],[209],[1.19]
['2022-04-19'],[18.0],[4.9],[15.4],[2.0],['2022-04-19T05:32'],['2022-04-19T19:45'],[21.55],[0.0],[0.0],[0.0],[0.0],[16.2],[32.0],[22],[3.9]
['2022-03-17'],[11.1],[3.7],[8.2],[1.0],['2022-03-17T06:47'],['2022-03-17T18:48'],[12.55],[2.0],[2.0],[0.0],[6.0],[23.1],[48.6],[173],[1.82]
['2022-10-27'],[19.9],[13.1],[18.8],[11.3],['2022-10-27T07:23'],['2022-10-27T17:23'],[4.94],[2.7],[2.7],[0.0],[7.0],[19.1],[36.4],[279],[1.24]
['2022-04-14'],[17.7],[7.5],[16.0],[6.0],['2022-04-14T05:42'],['2022-04-14T19:36'],[17.02],[0.2],[0.2],[0.0],[2.0],[14.8],[30.6],[166],[2.6]
['2022-07-08'],[23.3],[10.4],[22.6],[9.2],['2022-07-08T04:28'],['2022-07-08T21:00'],[20.7],[0.3],[0.3],[0.0],[3.0],[14.5],[36.4],[156],[3.85]
['2022-10-21'],[19.2],[13.0],[19.3],[12.2],['2022-10-21T07:12'],['2022-10-21T17:35'],[4.8],[0.5],[0.5],[0.0],[2.0],[16.5],[34.2],[276],[0.85]
['2022-11-22'],[8.1],[4.6],[5.1],[0.2],['2022-11-22T08:09'],['2022-11-22T16:42'],[1.99],[2.0],[2.0],[0.0],[8.0],[26.7],[44.3],[274],[0.4]
['2021-09-10'],[22.4],[18.1],[23.2],[19.0],['2021-09-10T06:04'],['2021-09-10T19:07'],[9.59],[3.0],[3.0],[0.0],[8.0],[13.7],[28.4],[203],[1.71]
['2021-07-09'],[21.7],[12.4],[21.4],[12.5],['2021-07-09T04:29'],['2021-07-09T20:59'],[21.11],[0.2],[0.2],[0.0],[1.0],[13.6],[27.7],[287],[3.7]
['2022-11-16'],[12.2],[9.2],[9.4],[5.4],['2022-11-16T07:59'],['2022-11-16T16:49'],[4.62],[8.4],[8.4],[0.0],[15.0],[24.9],[47.9],[287],[0.7]
['2022-11-15'],[12.4],[5.9],[9.6],[2.9],['2022-11-15T07:57'],['2022-11-15T16:50'],[2.36],[5.0],[5.0],[0.0],[12.0],[20.8],[41.8],[287],[0.66]
['2022-09-08'],[20.5],[15.1],[19.2],[14.2],['2022-09-08T06:01'],['2022-09-08T19:13'],[12.59],[6.4],[6.4],[0.0],[11.0],[18.7],[35.6],[246],[2.24]
['2022-10-06'],[16.7],[9.5],[13.3],[6.9],['2022-10-06T06:46'],['2022-10-06T18:07'],[10.87],[0.0],[0.0],[0.0],[0.0],[23.4],[45.0],[209],[2.15]
['2022-09-26'],[13.2],[10.5],[11.4],[6.9],['2022-09-26T06:30'],['2022-09-26T18:31'],[2.97],[7.5],[7.5],[0.0],[21.0],[27.9],[47.9],[231],[0.78]
['2022-09-15'],[17.6],[12.5],[15.4],[11.1],['2022-09-15T06:12'],['2022-09-15T18:56'],[9.8],[0.0],[0.0],[0.0],[0.0],[23.4],[39.2],[143],[1.99]
['2022-11-14'],[8.7],[2.9],[5.8],[-0.5],['2022-11-14T07:55'],['2022-11-14T16:52'],[5.53],[0.0],[0.0],[0.0],[0.0],[13.2],[28.4],[318],[0.55]
['2022-10-28'],[20.9],[13.5],[20.1],[12.9],['2022-10-28T07:25'],['2022-10-28T17:21'],[5.12],[0.0],[0.0],[0.0],[0.0],[19.1],[39.6],[243],[1.27]
['2022-10-21'],[19.2],[13.0],[19.3],[12.2],['2022-10-21T07:12'],['2022-10-21T17:35'],[4.8],[0.5],[0.5],[0.0],[2.0],[16.5],[34.2],[276],[0.85]
['2022-05-20'],[19.3],[9.4],[18.2],[8.8],['2022-05-20T04:36'],['2022-05-20T20:35'],[10.34],[28.1],[28.1],[0.0],[9.0],[22.1],[56.9],[180],[1.78]
['2022-04-14'],[17.7],[7.5],[16.0],[6.0],['2022-04-14T05:42'],['2022-04-14T19:36'],[17.02],[0.2],[0.2],[0.0],[2.0],[14.8],[30.6],[166],[2.6]
['2022-05-10'],[23.2],[11.9],[20.2],[10.4],['2022-05-10T04:51'],['2022-05-10T20:20'],[10.82],[0.2],[0.2],[0.0],[2.0],[26.0],[48.2],[223],[3.26]
['2022-04-21'],[17.3],[5.8],[13.5],[2.7],['2022-04-21T05:27'],['2022-04-21T19:48'],[21.28],[0.0],[0.0],[0.0],[0.0],[21.3],[40.0],[27],[3.84]
['2022-04-05'],[11.5],[8.6],[7.9],[5.9],['2022-04-05T06:03'],['2022-04-05T19:21'],[5.99],[3.2],[3.2],[0.0],[14.0],[27.7],[53.6],[184],[0.91]
['2022-05-12'],[18.7],[8.6],[15.2],[6.5],['2022-05-12T04:48'],['2022-05-12T20:22'],[20.87],[0.0],[0.0],[0.0],[0.0],[19.6],[38.9],[189],[3.7]
['2022-09-20'],[15.8],[9.1],[13.7],[7.7],['2022-09-20T06:20'],['2022-09-20T18:44'],[10.58],[0.3],[0.3],[0.0],[3.0],[12.0],[29.2],[131],[1.73]
['2022-07-01'],[19.4],[12.9],[17.8],[11.6],['2022-07-01T04:22'],['2022-07-01T21:04'],[21.51],[1.2],[1.2],[0.0],[6.0],[21.1],[46.8],[219],[3.44]
['2022-04-22'],[16.4],[8.8],[12.3],[5.5],['2022-04-22T05:25'],['2022-04-22T19:49'],[13.24],[0.1],[0.1],[0.0],[1.0],[24.0],[48.2],[18],[2.88]
['2022-11-01'],[17.3],[12.8],[14.6],[8.0],['2022-11-01T07:28'],['2022-11-01T17:13'],[7.44],[3.2],[3.2],[0.0],[6.0],[27.2],[54.0],[247],[2.34]
['2022-11-10'],[14.6],[8.8],[11.6],[5.7],['2022-11-10T07:44'],['2022-11-10T16:58'],[5.97],[0.0],[0.0],[0.0],[0.0],[18.8],[39.2],[234],[1.07]
['2022-03-28'],[17.3],[3.0],[16.1],[0.6],['2022-03-28T06:20'],['2022-03-28T19:05'],[17.03],[0.0],[0.0],[0.0],[0.0],[10.1],[22.7],[79],[2.6]
['2022-11-28'],[9.5],[7.4],[8.0],[4.5],['2022-11-28T08:13'],['2022-11-28T16:37'],[1.73],[5.2],[5.2],[0.0],[11.0],[16.4],[31.3],[239],[0.29]
['2022-06-20'],[20.4],[12.1],[19.4],[10.4],['2022-06-20T04:18'],['2022-06-20T20:59'],[24.28],[0.0],[0.0],[0.0],[0.0],[16.1],[34.9],[96],[4.32]
['2022-08-26'],[21.3],[17.4],[21.4],[16.8],['2022-08-26T05:39'],['2022-08-26T19:39'],[9.24],[1.5],[1.5],[0.0],[7.0],[16.5],[36.0],[121],[2.27]
['2022-06-21'],[20.5],[8.4],[19.0],[6.5],['2022-06-21T04:19'],['2022-06-21T20:59'],[20.06],[0.0],[0.0],[0.0],[0.0],[13.1],[23.8],[41],[3.69]
['2022-05-31'],[18.3],[9.2],[15.5],[6.3],['2022-05-31T04:25'],['2022-05-31T20:44'],[24.49],[5.4],[5.4],[0.0],[8.0],[15.0],[28.4],[7],[4.17]
['2022-08-05'],[22.5],[12.8],[20.8],[11.1],['2022-08-05T05:06'],['2022-08-05T20:20'],[10.9],[3.8],[3.8],[0.0],[11.0],[21.5],[37.1],[109],[2.8]
['2022-07-15'],[22.0],[11.1],[20.1],[10.1],['2022-07-15T04:37'],['2022-07-15T20:49'],[16.94],[0.0],[0.0],[0.0],[0.0],[11.8],[24.5],[136],[3.41]
['2022-07-01'],[20.4],[12.5],[18.0],[10.9],['2022-07-01T04:23'],['2022-07-01T20:58'],[21.05],[0.0],[0.0],[0.0],[0.0],[16.4],[38.2],[218],[3.75]
['2022-06-24'],[23.2],[17.8],[24.2],[18.2],['2022-06-24T04:19'],['2022-06-24T20:59'],[13.43],[41.0],[41.0],[0.0],[21.0],[15.5],[29.9],[228],[2.48]
['2022-04-04'],[8.0],[1.4],[3.6],[-3.3],['2022-04-04T06:04'],['2022-04-04T19:16'],[4.44],[8.2],[8.2],[0.0],[16.0],[32.2],[66.6],[219],[0.74]
['2022-10-28'],[22.6],[15.6],[21.9],[14.8],['2022-10-28T07:21'],['2022-10-28T17:20'],[5.91],[4.9],[4.9],[0.0],[7.0],[16.5],[41.4],[248],[1.59]
['2022-02-25'],[6.9],[1.8],[2.9],[-3.1],['2022-02-25T07:28'],['2022-02-25T18:12'],[7.49],[2.8],[2.8],[0.0],[7.0],[23.7],[52.6],[192],[1.02]
['2022-06-28'],[23.8],[10.9],[23.2],[9.9],['2022-06-28T04:21'],['2022-06-28T20:59'],[22.65],[0.0],[0.0],[0.0],[0.0],[11.9],[23.0],[286],[4.33]
['2022-11-17'],[12.4],[9.1],[8.4],[5.8],['2022-11-17T07:56'],['2022-11-17T16:48'],[2.9],[11.0],[11.0],[0.0],[14.0],[28.5],[61.6],[262],[0.93]
['2022-11-18'],[10.6],[7.9],[7.5],[5.3],['2022-11-18T07:57'],['2022-11-18T16:47'],[2.91],[10.2],[10.2],[0.0],[13.0],[16.6],[32.0],[239],[0.43]
['2022-10-28'],[23.2],[15.9],[22.4],[15.2],['2022-10-28T07:21'],['2022-10-28T17:20'],[6.13],[4.2],[4.2],[0.0],[6.0],[16.1],[40.3],[247],[1.72]
['2022-07-08'],[23.7],[11.5],[23.2],[10.1],['2022-07-08T04:29'],['2022-07-08T20:55'],[16.55],[0.2],[0.2],[0.0],[2.0],[10.8],[21.6],[134],[3.36]
['2022-05-06'],[22.0],[7.5],[20.8],[6.0],['2022-05-06T04:58'],['2022-05-06T20:09'],[22.45],[0.6],[0.6],[0.0],[2.0],[8.0],[19.8],[152],[3.74]
['2022-05-25'],[18.6],[8.8],[14.2],[6.5],['2022-05-25T04:31'],['2022-05-25T20:37'],[17.39],[0.3],[0.3],[0.0],[3.0],[25.3],[51.5],[214],[3.66]
['2022-09-30'],[16.6],[4.2],[13.7],[1.7],['2022-09-30T06:34'],['2022-09-30T18:19'],[11.37],[0.0],[0.0],[0.0],[0.0],[25.1],[47.9],[241],[2.11]
['2022-07-15'],[22.0],[11.6],[20.0],[10.5],['2022-07-15T04:37'],['2022-07-15T20:49'],[16.27],[0.0],[0.0],[0.0],[0.0],[11.0],[23.4],[135],[3.32]
['2022-06-24'],[23.3],[17.8],[24.3],[18.2],['2022-06-24T04:19'],['2022-06-24T20:59'],[14.04],[40.9],[40.9],[0.0],[20.0],[17.3],[29.9],[223],[2.62]
['2022-06-16'],[24.3],[12.9],[23.8],[11.2],['2022-06-16T04:18'],['2022-06-16T20:57'],[28.27],[0.0],[0.0],[0.0],[0.0],[11.4],[26.3],[58],[5.46]
['2022-04-05'],[12.5],[7.8],[9.9],[3.5],['2022-04-05T06:01'],['2022-04-05T19:18'],[6.13],[5.9],[5.9],[0.0],[21.0],[24.2],[50.8],[190],[0.97]
['2022-09-02'],[27.1],[16.0],[24.3],[14.0],['2022-09-02T05:50'],['2022-09-02T19:23'],[16.59],[0.0],[0.0],[0.0],[0.0],[15.6],[38.5],[341],[5.2]
['2022-09-30'],[16.6],[4.2],[13.7],[1.7],['2022-09-30T06:34'],['2022-09-30T18:19'],[11.37],[0.0],[0.0],[0.0],[0.0],[25.1],[47.9],[241],[2.11]
['2022-07-08'],[23.7],[11.5],[23.2],[10.1],['2022-07-08T04:29'],['2022-07-08T20:55'],[16.55],[0.2],[0.2],[0.0],[2.0],[10.8],[21.6],[134],[3.36]
['2022-09-16'],[14.8],[10.3],[12.7],[7.6],['2022-09-16T06:12'],['2022-09-16T18:51'],[12.24],[1.6],[1.6],[0.0],[4.0],[16.5],[46.4],[167],[1.94]
['2022-09-16'],[14.8],[10.3],[12.7],[7.6],['2022-09-16T06:12'],['2022-09-16T18:51'],[12.24],[1.6],[1.6],[0.0],[4.0],[16.5],[46.4],[167],[1.94]
['2022-09-08'],[21.2],[15.6],[19.3],[14.9],['2022-09-08T05:59'],['2022-09-08T19:10'],[14.23],[4.9],[4.9],[0.0],[12.0],[19.9],[40.7],[234],[2.67]
['2022-09-14'],[16.2],[12.4],[16.2],[11.9],['2022-09-14T06:09'],['2022-09-14T18:56'],[3.14],[15.9],[15.9],[0.0],[20.0],[12.5],[25.2],[46],[0.67]
['2022-11-08'],[15.7],[11.3],[12.5],[7.7],['2022-11-08T07:40'],['2022-11-08T17:01'],[3.98],[0.8],[0.8],[0.0],[3.0],[24.4],[50.8],[261],[1.67]
['2022-06-28'],[23.9],[10.9],[23.3],[9.9],['2022-06-28T04:21'],['2022-06-28T20:59'],[22.77],[0.0],[0.0],[0.0],[0.0],[12.3],[22.0],[287],[4.37]
['2022-10-10'],[18.2],[7.1],[17.3],[5.3],['2022-10-10T06:51'],['2022-10-10T17:57'],[8.91],[1.0],[1.0],[0.0],[5.0],[13.6],[35.3],[209],[1.51]
['2022-07-01'],[20.5],[12.5],[18.1],[11.0],['2022-07-01T04:23'],['2022-07-01T20:58'],[21.43],[0.0],[0.0],[0.0],[0.0],[16.8],[38.2],[216],[3.85]
['2022-04-06'],[10.8],[9.0],[6.5],[3.9],['2022-04-06T05:59'],['2022-04-06T19:20'],[4.57],[2.5],[2.5],[0.0],[9.0],[31.6],[60.5],[224],[1.45]
['2022-10-28'],[22.6],[15.6],[21.9],[14.9],['2022-10-28T07:21'],['2022-10-28T17:20'],[5.91],[4.9],[4.9],[0.0],[7.0],[16.5],[41.4],[248],[1.59]
['2022-03-24'],[17.9],[1.5],[15.1],[-1.3],['2022-03-24T06:29'],['2022-03-24T18:58'],[17.09],[0.0],[0.0],[0.0],[0.0],[10.1],[18.4],[95],[2.86]
['2022-09-08'],[21.2],[15.8],[19.5],[15.0],['2022-09-08T05:59'],['2022-09-08T19:10'],[13.95],[5.1],[5.1],[0.0],[11.0],[20.1],[39.6],[230],[2.75]
['2022-09-28'],[13.1],[6.8],[10.5],[3.9],['2022-09-28T06:31'],['2022-09-28T18:24'],[10.07],[4.5],[4.5],[0.0],[12.0],[15.8],[32.0],[192],[1.34]
['2022-06-16'],[24.3],[12.9],[23.8],[11.3],['2022-06-16T04:18'],['2022-06-16T20:57'],[28.27],[0.0],[0.0],[0.0],[0.0],[11.4],[26.3],[58],[5.47]
['2022-06-16'],[24.3],[12.9],[23.8],[11.3],['2022-06-16T04:18'],['2022-06-16T20:57'],[28.27],[0.0],[0.0],[0.0],[0.0],[11.4],[26.3],[58],[5.47]
['2022-03-14'],[13.1],[6.1],[10.0],[3.1],['2022-03-14T06:51'],['2022-03-14T18:41'],[8.3],[0.5],[0.5],[0.0],[5.0],[19.9],[40.3],[227],[1.5]
['2022-03-28'],[17.4],[3.6],[16.1],[1.1],['2022-03-28T06:20'],['2022-03-28T19:05'],[17.2],[0.0],[0.0],[0.0],[0.0],[10.1],[22.0],[76],[2.63]
['2022-06-23'],[30.4],[16.4],[31.9],[14.9],['2022-06-23T04:19'],['2022-06-23T20:59'],[25.65],[1.7],[1.7],[0.0],[6.0],[11.6],[33.1],[302],[5.76]
['2022-07-04'],[23.4],[10.1],[22.1],[9.0],['2022-07-04T04:25'],['2022-07-04T20:57'],[21.16],[0.0],[0.0],[0.0],[0.0],[14.1],[29.2],[181],[4.28]
['2022-05-25'],[18.3],[8.7],[14.0],[6.3],['2022-05-25T04:31'],['2022-05-25T20:37'],[17.25],[0.4],[0.4],[0.0],[4.0],[26.1],[53.3],[215],[3.56]
['2022-06-09'],[19.5],[12.7],[17.9],[11.0],['2022-06-09T04:20'],['2022-06-09T20:53'],[19.64],[4.2],[4.2],[0.0],[12.0],[16.5],[35.3],[192],[3.22]
['2022-08-26'],[21.3],[17.4],[21.4],[16.7],['2022-08-26T05:39'],['2022-08-26T19:39'],[9.24],[1.5],[1.5],[0.0],[7.0],[16.5],[36.0],[121],[2.27]
['2022-04-14'],[18.6],[9.1],[16.7],[8.0],['2022-04-14T05:42'],['2022-04-14T19:33'],[16.82],[0.4],[0.4],[0.0],[4.0],[13.4],[29.5],[168],[2.78]
['2022-06-15'],[25.6],[11.2],[26.1],[9.6],['2022-06-15T04:18'],['2022-06-15T20:57'],[28.63],[0.0],[0.0],[0.0],[0.0],[14.7],[25.9],[58],[5.62]
['2022-06-30'],[23.6],[13.2],[24.5],[11.5],['2022-06-30T04:23'],['2022-06-30T20:59'],[15.71],[8.9],[8.9],[0.0],[9.0],[20.5],[36.7],[167],[3.01]
['2022-08-26'],[21.3],[17.4],[21.4],[16.8],['2022-08-26T05:39'],['2022-08-26T19:39'],[9.24],[1.5],[1.5],[0.0],[7.0],[16.5],[36.0],[121],[2.27]
['2022-11-18'],[10.2],[7.5],[7.4],[4.7],['2022-11-18T07:57'],['2022-11-18T16:47'],[2.66],[12.0],[12.0],[0.0],[13.0],[17.6],[31.0],[240],[0.42]
['2022-09-09'],[19.2],[14.4],[17.9],[13.2],['2022-09-09T06:01'],['2022-09-09T19:08'],[10.54],[2.9],[2.9],[0.0],[7.0],[23.9],[56.9],[246],[1.9]
['2022-06-09'],[19.5],[12.6],[17.9],[11.0],['2022-06-09T04:20'],['2022-06-09T20:53'],[19.64],[4.2],[4.2],[0.0],[12.0],[16.5],[35.3],[192],[3.22]
['2022-02-23'],[11.3],[2.7],[6.8],[-0.5],['2022-02-23T07:32'],['2022-02-23T18:08'],[10.31],[0.0],[0.0],[0.0],[0.0],[20.4],[42.5],[225],[1.56]
['2022-02-16'],[13.0],[8.2],[8.7],[3.7],['2022-02-16T07:46'],['2022-02-16T17:56'],[1.95],[11.0],[11.0],[0.0],[19.0],[40.1],[91.1],[220],[0.67]
['2022-05-06'],[21.7],[8.1],[20.8],[6.7],['2022-05-06T04:58'],['2022-05-06T20:09'],[22.25],[0.2],[0.2],[0.0],[2.0],[8.4],[21.2],[153],[3.71]
['2022-09-22'],[19.1],[6.3],[16.9],[4.3],['2022-09-22T06:22'],['2022-09-22T18:38'],[15.59],[0.0],[0.0],[0.0],[0.0],[7.4],[21.2],[299],[2.51]
['2022-03-24'],[17.9],[0.8],[15.1],[-2.2],['2022-03-24T06:28'],['2022-03-24T18:58'],[17.18],[0.0],[0.0],[0.0],[0.0],[9.8],[18.0],[102],[2.84]
['2022-05-28'],[16.4],[8.9],[13.0],[6.0],['2022-05-28T04:28'],['2022-05-28T20:41'],[23.69],[0.6],[0.6],[0.0],[6.0],[19.5],[43.2],[133],[4.03]
['2022-11-01'],[16.6],[12.7],[14.0],[7.5],['2022-11-01T07:31'],['2022-11-01T17:13'],[6.92],[2.4],[2.4],[0.0],[7.0],[31.0],[54.4],[251],[2.21]
['2022-09-15'],[17.8],[12.9],[15.9],[11.3],['2022-09-15T06:12'],['2022-09-15T18:56'],[9.52],[0.0],[0.0],[0.0],[0.0],[21.4],[37.4],[145],[1.97]
['2022-06-22'],[25.0],[11.0],[24.1],[9.8],['2022-06-22T04:17'],['2022-06-22T21:04'],[28.28],[0.0],[0.0],[0.0],[0.0],[13.2],[31.7],[52],[5.39]
['2022-11-02'],[14.5],[11.2],[11.1],[7.1],['2022-11-02T07:33'],['2022-11-02T17:11'],[7.09],[1.0],[1.0],[0.0],[2.0],[28.1],[54.0],[237],[1.79]
['2022-03-10'],[15.7],[1.2],[11.7],[-2.8],['2022-03-10T07:02'],['2022-03-10T18:36'],[13.56],[0.0],[0.0],[0.0],[0.0],[18.8],[32.4],[317],[2.6]
['2022-06-03'],[23.0],[11.1],[22.7],[8.6],['2022-06-03T04:22'],['2022-06-03T20:51'],[25.92],[0.2],[0.2],[0.0],[2.0],[20.8],[36.7],[35],[5.36]
['2022-09-08'],[21.0],[15.5],[19.7],[14.5],['2022-09-08T06:00'],['2022-09-08T19:12'],[13.33],[5.6],[5.6],[0.0],[12.0],[18.7],[37.1],[241],[2.4]
['2022-09-01'],[24.5],[13.1],[22.1],[10.5],['2022-09-01T05:49'],['2022-09-01T19:28'],[19.31],[0.0],[0.0],[0.0],[0.0],[16.7],[38.5],[23],[4.7]
['2022-10-03'],[16.8],[6.6],[15.9],[4.8],['2022-10-03T06:41'],['2022-10-03T18:14'],[6.85],[0.1],[0.1],[0.0],[1.0],[8.9],[21.6],[214],[1.18]
['2022-10-20'],[18.1],[9.4],[18.0],[6.1],['2022-10-20T07:10'],['2022-10-20T17:37'],[3.33],[8.3],[8.3],[0.0],[8.0],[20.1],[37.1],[315],[0.63]
['2022-05-03'],[15.3],[4.3],[13.4],[1.9],['2022-05-03T05:04'],['2022-05-03T20:07'],[15.49],[0.2],[0.2],[0.0],[2.0],[15.9],[28.8],[89],[2.51]
['2022-06-09'],[19.3],[12.8],[18.2],[11.6],['2022-06-09T04:18'],['2022-06-09T20:57'],[23.35],[1.3],[1.3],[0.0],[5.0],[16.1],[37.1],[188],[3.76]
['2022-02-23'],[11.3],[3.2],[6.4],[-0.3],['2022-02-23T07:35'],['2022-02-23T18:09'],[9.88],[0.0],[0.0],[0.0],[0.0],[23.7],[45.7],[220],[1.59]
['2022-05-04'],[15.2],[6.4],[13.9],[3.8],['2022-05-04T05:02'],['2022-05-04T20:09'],[17.74],[0.0],[0.0],[0.0],[0.0],[13.2],[20.5],[109],[2.87]
['2022-10-18'],[17.7],[7.5],[17.0],[5.5],['2022-10-18T07:06'],['2022-10-18T17:41'],[9.97],[0.1],[0.1],[0.0],[1.0],[9.2],[21.2],[119],[1.46]
['2022-11-29'],[8.4],[6.3],[6.7],[3.9],['2022-11-29T08:18'],['2022-11-29T16:36'],[1.63],[0.0],[0.0],[0.0],[0.0],[9.7],[16.6],[177],[0.22]
['2022-11-29'],[8.4],[6.2],[6.7],[3.8],['2022-11-29T08:18'],['2022-11-29T16:36'],[1.63],[0.0],[0.0],[0.0],[0.0],[9.7],[16.6],[177],[0.22]
['2022-05-19'],[24.4],[12.9],[25.4],[12.0],['2022-05-19T04:38'],['2022-05-19T20:32'],[15.04],[4.5],[4.5],[0.0],[6.0],[17.4],[39.6],[232],[2.87]
['2022-04-08'],[9.0],[3.8],[5.6],[-0.2],['2022-04-08T05:56'],['2022-04-08T19:25'],[10.91],[1.1],[1.1],[0.0],[8.0],[27.6],[50.4],[169],[1.73]
['2022-05-23'],[22.6],[12.9],[23.0],[10.5],['2022-05-23T04:32'],['2022-05-23T20:38'],[17.24],[9.9],[9.9],[0.0],[7.0],[22.4],[38.9],[262],[3.22]
['2022-05-18'],[24.9],[14.5],[25.8],[14.2],['2022-05-18T04:39'],['2022-05-18T20:31'],[19.26],[0.4],[0.4],[0.0],[3.0],[12.3],[32.0],[224],[3.76]
['2022-11-03'],[14.8],[11.3],[11.5],[7.8],['2022-11-03T07:35'],['2022-11-03T17:09'],[3.31],[6.9],[6.9],[0.0],[10.0],[25.8],[47.9],[263],[1.28]
['2022-09-19'],[15.8],[9.8],[13.4],[6.8],['2022-09-19T06:18'],['2022-09-19T18:46'],[10.98],[0.5],[0.5],[0.0],[4.0],[20.0],[43.2],[143],[1.84]
['2022-03-24'],[18.0],[2.6],[15.2],[0.1],['2022-03-24T06:30'],['2022-03-24T19:00'],[16.72],[0.0],[0.0],[0.0],[0.0],[10.5],[17.6],[72],[2.8]
['2022-11-15'],[12.4],[6.5],[9.6],[3.7],['2022-11-15T07:56'],['2022-11-15T16:50'],[2.19],[5.9],[5.9],[0.0],[14.0],[19.9],[39.2],[286],[0.65]
['2022-10-21'],[19.3],[13.3],[19.3],[12.7],['2022-10-21T07:12'],['2022-10-21T17:35'],[4.5],[0.3],[0.3],[0.0],[2.0],[15.0],[35.3],[275],[0.86]
