time,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration
['2021-06-11'],[25.9],[14.4],[25.3],[14.7],['2021-06-11T04:20'],['2021-06-11T20:52'],[20.78],[0.0],[0.0],[0.0],[0.0],[13.7],[29.2],[275],[4.35]
['2022-09-09'],[19.0],[14.2],[16.9],[12.6],['2022-09-09T06:01'],['2022-09-09T19:07'],[10.32],[2.2],[2.2],[0.0],[5.0],[24.8],[57.2],[238],[1.97]
['2022-06-02'],[20.3],[6.2],[18.5],[4.3],['2022-06-02T04:24'],['2022-06-02T20:44'],[26.7],[0.0],[0.0],[0.0],[0.0],[13.2],[25.6],[22],[4.64]
['2021-08-16'],[17.8],[12.2],[15.6],[10.0],['2021-08-16T05:24'],['2021-08-16T19:57'],[7.12],[3.3],[3.3],[0.0],[10.0],[24.8],[51.1],[258],[1.62]
['2021-06-18'],[32.0],[21.1],[32.2],[22.8],['2021-06-18T04:19'],['2021-06-18T20:56'],[19.16],[4.2],[4.2],[0.0],[6.0],[15.6],[54.0],[141],[5.11]
['2020-12-11'],[5.6],[0.2],[2.7],[-4.0],['2020-12-11T08:28'],['2020-12-11T16:32'],[1.2],[3.8],[3.8],[0.0],[10.0],[17.7],[38.5],[157],[0.35]
['2022-09-26'],[12.3],[9.9],[8.7],[6.7],['2022-09-26T06:27'],['2022-09-26T18:28'],[3.48],[10.5],[10.5],[0.0],[18.0],[27.9],[59.8],[230],[0.78]
['2022-04-07'],[12.4],[6.7],[5.8],[1.3],['2022-04-07T05:57'],['2022-04-07T19:20'],[10.83],[11.2],[11.2],[0.0],[21.0],[39.3],[85.7],[208],[2.34]
['2022-09-30'],[16.3],[4.6],[13.3],[2.2],['2022-09-30T06:34'],['2022-09-30T18:19'],[11.66],[0.0],[0.0],[0.0],[0.0],[25.6],[49.7],[241],[2.11]
['2022-06-20'],[20.8],[12.6],[19.6],[11.1],['2022-06-20T04:19'],['2022-06-20T20:56'],[22.95],[0.1],[0.1],[0.0],[1.0],[15.3],[32.0],[90],[4.14]
['2021-09-03'],[24.7],[11.4],[24.7],[10.7],['2021-09-03T05:52'],['2021-09-03T19:19'],[19.6],[0.0],[0.0],[0.0],[0.0],[12.1],[25.6],[63],[3.57]
['2022-11-01'],[16.9],[12.7],[14.4],[7.8],['2022-11-01T07:29'],['2022-11-01T17:13'],[7.23],[2.5],[2.5],[0.0],[6.0],[28.4],[51.8],[248],[2.27]
['2022-11-10'],[14.5],[8.9],[11.7],[5.9],['2022-11-10T07:45'],['2022-11-10T16:58'],[5.67],[0.0],[0.0],[0.0],[0.0],[19.5],[39.6],[233],[1.03]
['2022-10-06'],[16.9],[9.3],[14.0],[7.2],['2022-10-06T06:45'],['2022-10-06T18:07'],[11.12],[0.0],[0.0],[0.0],[0.0],[21.6],[45.0],[208],[2.11]
['2022-10-28'],[22.3],[14.1],[21.6],[14.1],['2022-10-28T07:22'],['2022-10-28T17:21'],[5.69],[4.6],[4.6],[0.0],[6.0],[16.1],[38.2],[245],[1.46]
['2022-10-28'],[22.3],[14.1],[21.6],[14.1],['2022-10-28T07:22'],['2022-10-28T17:21'],[5.69],[4.6],[4.6],[0.0],[6.0],[16.1],[38.2],[245],[1.46]
['2022-10-20'],[18.2],[9.8],[18.1],[6.9],['2022-10-20T07:09'],['2022-10-20T17:37'],[3.19],[9.8],[9.8],[0.0],[9.0],[19.1],[37.8],[315],[0.68]
['2022-09-06'],[28.9],[15.8],[29.1],[16.8],['2022-09-06T05:57'],['2022-09-06T19:15'],[17.23],[1.5],[1.5],[0.0],[5.0],[12.5],[38.5],[28],[3.7]
['2022-09-30'],[16.6],[3.6],[13.8],[1.1],['2022-09-30T06:35'],['2022-09-30T18:20'],[11.34],[0.2],[0.2],[0.0],[1.0],[25.5],[48.2],[244],[2.11]
['2022-09-28'],[13.6],[6.6],[11.2],[3.8],['2022-09-28T06:32'],['2022-09-28T18:25'],[10.11],[5.4],[5.4],[0.0],[11.0],[15.0],[31.7],[198],[1.34]
['2022-09-14'],[15.3],[11.8],[15.3],[11.0],['2022-09-14T06:10'],['2022-09-14T18:57'],[3.22],[13.8],[13.8],[0.0],[20.0],[11.5],[26.3],[53],[0.66]
['2022-08-26'],[21.1],[16.9],[21.2],[16.2],['2022-08-26T05:39'],['2022-08-26T19:40'],[9.42],[0.9],[0.9],[0.0],[6.0],[17.7],[37.8],[121],[2.24]
['2022-07-03'],[22.1],[13.2],[21.1],[12.0],['2022-07-03T04:25'],['2022-07-03T20:59'],[22.71],[0.9],[0.9],[0.0],[7.0],[19.7],[40.7],[179],[4.25]
['2022-07-23'],[25.3],[12.2],[26.4],[11.9],['2022-07-23T04:47'],['2022-07-23T20:41'],[24.08],[0.0],[0.0],[0.0],[0.0],[8.9],[19.1],[84],[4.41]
['2022-07-29'],[24.3],[13.9],[24.2],[13.2],['2022-07-29T04:56'],['2022-07-29T20:33'],[20.44],[4.5],[4.5],[0.0],[11.0],[14.8],[24.8],[92],[4.25]
['2022-07-16'],[22.1],[13.2],[21.0],[11.4],['2022-07-16T04:38'],['2022-07-16T20:50'],[26.48],[0.0],[0.0],[0.0],[0.0],[15.6],[35.3],[120],[4.99]
['2022-06-07'],[19.2],[12.2],[18.5],[10.5],['2022-06-07T04:21'],['2022-06-07T20:53'],[17.4],[1.1],[1.1],[0.0],[4.0],[17.1],[37.4],[208],[2.97]
['2022-06-16'],[24.0],[12.1],[24.0],[10.3],['2022-06-16T04:18'],['2022-06-16T20:59'],[28.05],[0.0],[0.0],[0.0],[0.0],[12.0],[24.8],[50],[5.28]
['2022-05-18'],[26.6],[15.2],[27.2],[14.5],['2022-05-18T04:40'],['2022-05-18T20:29'],[19.14],[0.6],[0.6],[0.0],[4.0],[12.1],[32.8],[217],[4.04]
['2022-05-19'],[25.9],[13.3],[27.7],[12.9],['2022-05-19T04:38'],['2022-05-19T20:30'],[15.3],[3.1],[3.1],[0.0],[7.0],[20.4],[38.2],[238],[3.22]
['2022-04-15'],[13.1],[5.3],[10.7],[3.2],['2022-04-15T05:40'],['2022-04-15T19:36'],[16.29],[0.0],[0.0],[0.0],[0.0],[11.5],[24.8],[58],[2.24]
['2022-04-13'],[16.2],[10.3],[15.7],[8.8],['2022-04-13T05:44'],['2022-04-13T19:32'],[6.34],[2.6],[2.6],[0.0],[10.0],[14.8],[23.0],[203],[1.33]
['2022-04-07'],[11.9],[6.9],[5.6],[1.6],['2022-04-07T05:58'],['2022-04-07T19:22'],[12.75],[10.3],[10.3],[0.0],[19.0],[41.4],[94.0],[205],[2.35]
['2022-04-04'],[9.1],[1.0],[5.3],[-3.4],['2022-04-04T06:04'],['2022-04-04T19:17'],[3.86],[8.5],[8.5],[0.0],[18.0],[31.6],[64.8],[218],[0.68]
['2022-02-15'],[9.4],[5.7],[4.2],[2.3],['2022-02-15T07:49'],['2022-02-15T17:54'],[6.08],[5.7],[5.7],[0.0],[7.0],[30.7],[60.5],[226],[1.05]
['2022-02-17'],[12.9],[7.2],[7.2],[2.5],['2022-02-17T07:45'],['2022-02-17T17:58'],[8.04],[2.8],[2.8],[0.0],[12.0],[41.7],[99.4],[186],[2.21]
['2022-11-09'],[15.0],[10.6],[11.6],[7.5],['2022-11-09T07:43'],['2022-11-09T17:00'],[5.69],[0.1],[0.1],[0.0],[1.0],[28.0],[58.0],[230],[1.49]
['2022-10-09'],[17.0],[3.2],[14.5],[0.5],['2022-10-09T06:50'],['2022-10-09T18:00'],[11.93],[0.0],[0.0],[0.0],[0.0],[13.4],[27.4],[308],[1.92]
['2022-09-15'],[17.7],[12.7],[16.3],[11.2],['2022-09-15T06:11'],['2022-09-15T18:55'],[9.39],[0.2],[0.2],[0.0],[2.0],[17.1],[34.9],[151],[1.93]
['2022-06-16'],[24.0],[12.1],[24.0],[10.3],['2022-06-16T04:18'],['2022-06-16T20:59'],[28.05],[0.0],[0.0],[0.0],[0.0],[12.0],[24.8],[50],[5.28]
['2022-11-11'],[13.3],[6.1],[11.4],[3.6],['2022-11-11T07:47'],['2022-11-11T16:57'],[5.03],[0.0],[0.0],[0.0],[0.0],[18.7],[36.4],[242],[0.73]
['2022-09-29'],[14.9],[3.4],[13.8],[0.9],['2022-09-29T06:34'],['2022-09-29T18:23'],[11.14],[0.6],[0.6],[0.0],[2.0],[10.8],[15.5],[222],[1.56]
['2022-08-25'],[32.7],[19.8],[33.3],[19.3],['2022-08-25T05:38'],['2022-08-25T19:42'],[19.81],[0.0],[0.0],[0.0],[0.0],[18.4],[36.4],[20],[5.08]
['2022-07-08'],[23.7],[10.4],[23.0],[9.1],['2022-07-08T04:29'],['2022-07-08T20:56'],[17.41],[0.3],[0.3],[0.0],[3.0],[12.5],[27.7],[142],[3.44]
['2022-05-09'],[24.0],[5.8],[23.6],[3.4],['2022-05-09T04:54'],['2022-05-09T20:15'],[25.16],[0.0],[0.0],[0.0],[0.0],[9.7],[20.2],[327],[4.51]
['2022-05-13'],[19.6],[9.9],[16.4],[6.7],['2022-05-13T04:47'],['2022-05-13T20:21'],[22.12],[0.0],[0.0],[0.0],[0.0],[21.0],[46.8],[198],[4.16]
['2022-03-15'],[12.0],[4.7],[10.3],[2.0],['2022-03-15T06:50'],['2022-03-15T18:44'],[9.2],[0.3],[0.3],[0.0],[3.0],[9.9],[18.0],[306],[1.32]
['2022-04-18'],[19.5],[4.8],[17.3],[1.4],['2022-04-18T05:34'],['2022-04-18T19:40'],[22.68],[0.0],[0.0],[0.0],[0.0],[12.0],[20.2],[324],[4.02]
['2022-02-10'],[8.3],[3.7],[5.9],[0.1],['2022-02-10T07:59'],['2022-02-10T17:45'],[2.17],[5.3],[5.3],[0.0],[15.0],[13.1],[24.5],[200],[0.4]
['2022-11-02'],[14.6],[11.2],[11.3],[7.4],['2022-11-02T07:31'],['2022-11-02T17:11'],[7.28],[1.3],[1.3],[0.0],[3.0],[25.7],[54.7],[238],[1.8]
['2022-11-18'],[10.5],[7.6],[7.7],[5.0],['2022-11-18T07:59'],['2022-11-18T16:47'],[2.93],[8.9],[8.9],[0.0],[12.0],[16.3],[29.2],[247],[0.44]
['2022-03-11'],[15.4],[4.8],[10.3],[-0.5],['2022-03-11T06:59'],['2022-03-11T18:37'],[13.64],[0.0],[0.0],[0.0],[0.0],[23.4],[49.3],[320],[3.36]
['2022-10-13'],[14.5],[10.7],[13.3],[8.7],['2022-10-13T06:57'],['2022-10-13T17:51'],[4.22],[3.2],[3.2],[0.0],[10.0],[14.6],[29.2],[237],[0.78]
['2022-09-12'],[25.1],[12.0],[24.2],[11.4],['2022-09-12T06:06'],['2022-09-12T19:02'],[16.77],[0.0],[0.0],[0.0],[0.0],[9.0],[27.0],[276],[3.12]
['2022-05-31'],[17.9],[8.5],[15.3],[5.7],['2022-05-31T04:25'],['2022-05-31T20:46'],[23.79],[6.4],[6.4],[0.0],[5.0],[15.4],[25.9],[5],[3.99]
['2022-04-18'],[19.5],[4.8],[17.3],[1.4],['2022-04-18T05:34'],['2022-04-18T19:40'],[22.68],[0.0],[0.0],[0.0],[0.0],[12.0],[20.2],[324],[4.02]
['2022-09-09'],[19.1],[14.2],[17.6],[13.3],['2022-09-09T06:02'],['2022-09-09T19:08'],[10.7],[2.2],[2.2],[0.0],[5.0],[23.6],[56.5],[250],[1.88]
['2022-10-09'],[17.0],[3.2],[14.5],[0.5],['2022-10-09T06:50'],['2022-10-09T18:00'],[11.93],[0.0],[0.0],[0.0],[0.0],[13.4],[27.4],[308],[1.92]
['2022-06-07'],[19.2],[12.2],[18.5],[10.5],['2022-06-07T04:21'],['2022-06-07T20:53'],[17.4],[1.1],[1.1],[0.0],[4.0],[17.1],[37.4],[208],[2.97]
['2022-06-06'],[17.5],[13.2],[14.2],[11.9],['2022-06-06T04:21'],['2022-06-06T20:52'],[14.44],[1.1],[1.1],[0.0],[5.0],[29.5],[61.6],[210],[2.65]
['2022-04-19'],[18.5],[4.2],[16.0],[1.3],['2022-04-19T05:32'],['2022-04-19T19:42'],[21.81],[0.0],[0.0],[0.0],[0.0],[15.3],[33.1],[25],[4.07]
['2022-02-15'],[9.4],[5.7],[4.2],[2.3],['2022-02-15T07:49'],['2022-02-15T17:54'],[6.08],[5.7],[5.7],[0.0],[7.0],[30.7],[60.5],[226],[1.05]
['2022-06-09'],[19.5],[12.5],[17.9],[11.1],['2022-06-09T04:20'],['2022-06-09T20:54'],[20.87],[1.8],[1.8],[0.0],[7.0],[15.7],[33.8],[190],[3.44]
['2022-11-07'],[14.6],[11.0],[12.0],[7.1],['2022-11-07T07:40'],['2022-11-07T17:03'],[2.47],[2.2],[2.2],[0.0],[12.0],[25.8],[49.0],[241],[1.0]
['2022-11-11'],[13.4],[6.2],[11.4],[3.6],['2022-11-11T07:47'],['2022-11-11T16:57'],[5.03],[0.0],[0.0],[0.0],[0.0],[18.7],[36.4],[242],[0.73]
['2022-09-23'],[18.3],[8.1],[16.6],[6.0],['2022-09-23T06:24'],['2022-09-23T18:36'],[7.92],[3.6],[3.6],[0.0],[6.0],[10.3],[20.2],[244],[1.55]
['2022-09-30'],[16.6],[3.6],[13.8],[1.1],['2022-09-30T06:35'],['2022-09-30T18:20'],[11.34],[0.2],[0.2],[0.0],[1.0],[25.5],[48.2],[244],[2.11]
['2022-06-07'],[19.2],[12.2],[18.5],[10.5],['2022-06-07T04:21'],['2022-06-07T20:53'],[17.4],[1.1],[1.1],[0.0],[4.0],[17.1],[37.4],[208],[2.97]
['2022-06-16'],[24.0],[12.1],[24.0],[10.3],['2022-06-16T04:18'],['2022-06-16T20:59'],[28.05],[0.0],[0.0],[0.0],[0.0],[12.0],[24.8],[50],[5.27]
['2022-06-10'],[22.3],[12.6],[21.5],[11.3],['2022-06-10T04:19'],['2022-06-10T20:55'],[12.97],[0.1],[0.1],[0.0],[1.0],[17.3],[39.2],[238],[3.03]
['2022-02-25'],[7.2],[1.9],[3.3],[-3.2],['2022-02-25T07:29'],['2022-02-25T18:12'],[7.12],[3.4],[3.4],[0.0],[8.0],[23.0],[53.3],[190],[1.0]
['2022-07-14'],[23.2],[12.5],[22.0],[12.0],['2022-07-14T04:36'],['2022-07-14T20:52'],[20.74],[0.0],[0.0],[0.0],[0.0],[16.3],[35.3],[102],[4.21]
['2021-08-16'],[16.9],[12.8],[15.1],[10.0],['2021-08-16T05:24'],['2021-08-16T20:00'],[9.76],[4.1],[4.1],[0.0],[6.0],[21.5],[55.1],[266],[2.13]
['2022-11-25'],[11.2],[5.5],[8.8],[2.8],['2022-11-25T08:10'],['2022-11-25T16:40'],[3.74],[4.8],[4.8],[0.0],[10.0],[19.1],[39.6],[226],[0.56]
['2022-10-07'],[17.8],[8.5],[15.2],[5.7],['2022-10-07T06:47'],['2022-10-07T18:04'],[11.09],[0.0],[0.0],[0.0],[0.0],[16.7],[40.0],[240],[2.05]
['2022-10-29'],[22.1],[12.7],[22.1],[12.6],['2022-10-29T07:24'],['2022-10-29T17:19'],[5.47],[1.0],[1.0],[0.0],[5.0],[13.1],[28.4],[289],[1.31]
['2022-09-22'],[19.0],[5.9],[16.9],[3.7],['2022-09-22T06:22'],['2022-09-22T18:39'],[15.35],[0.0],[0.0],[0.0],[0.0],[8.7],[22.0],[303],[2.46]
['2022-08-26'],[21.1],[16.9],[21.1],[16.1],['2022-08-26T05:39'],['2022-08-26T19:40'],[9.42],[0.9],[0.9],[0.0],[6.0],[17.7],[37.8],[121],[2.23]
['2022-07-15'],[21.7],[10.9],[19.9],[9.7],['2022-07-15T04:37'],['2022-07-15T20:51'],[17.11],[0.0],[0.0],[0.0],[0.0],[12.6],[25.9],[145],[3.41]
['2022-07-15'],[21.7],[10.9],[19.9],[9.7],['2022-07-15T04:37'],['2022-07-15T20:51'],[17.11],[0.0],[0.0],[0.0],[0.0],[12.6],[25.9],[145],[3.41]
['2022-07-07'],[18.4],[14.9],[16.8],[12.9],['2022-07-07T04:28'],['2022-07-07T20:57'],[9.6],[2.2],[2.2],[0.0],[11.0],[23.4],[46.8],[142],[2.4]
['2022-06-21'],[20.1],[8.0],[18.8],[6.4],['2022-06-21T04:19'],['2022-06-21T21:00'],[20.51],[0.0],[0.0],[0.0],[0.0],[11.9],[22.0],[41],[3.64]
['2022-06-16'],[24.0],[12.1],[24.0],[10.3],['2022-06-16T04:18'],['2022-06-16T20:59'],[28.05],[0.0],[0.0],[0.0],[0.0],[12.0],[24.8],[50],[5.27]
['2022-06-10'],[22.3],[12.6],[21.5],[11.3],['2022-06-10T04:19'],['2022-06-10T20:55'],[12.97],[0.1],[0.1],[0.0],[1.0],[17.3],[39.2],[238],[3.03]
['2022-04-08'],[8.7],[3.9],[5.7],[0.1],['2022-04-08T05:55'],['2022-04-08T19:24'],[9.65],[0.8],[0.8],[0.0],[6.0],[25.6],[47.9],[172],[1.63]
['2022-04-25'],[11.8],[6.0],[9.2],[3.7],['2022-04-25T05:19'],['2022-04-25T19:52'],[14.45],[3.7],[3.7],[0.0],[17.0],[14.5],[32.8],[65],[1.93]
['2022-04-04'],[9.1],[1.0],[5.2],[-3.4],['2022-04-04T06:04'],['2022-04-04T19:17'],[3.86],[8.5],[8.5],[0.0],[18.0],[31.6],[64.8],[218],[0.68]
['2022-02-08'],[11.1],[6.2],[7.3],[1.8],['2022-02-08T08:02'],['2022-02-08T17:42'],[2.91],[0.0],[0.0],[0.0],[0.0],[27.3],[52.6],[205],[0.81]
['2022-10-03'],[16.6],[6.4],[15.8],[4.6],['2022-10-03T06:40'],['2022-10-03T18:13'],[7.28],[0.1],[0.1],[0.0],[1.0],[8.4],[20.5],[213],[1.2]
['2022-10-13'],[14.4],[10.6],[13.2],[8.7],['2022-10-13T06:56'],['2022-10-13T17:51'],[4.22],[3.2],[3.2],[0.0],[10.0],[14.6],[29.2],[237],[0.77]
['2022-09-22'],[18.9],[5.9],[16.9],[3.7],['2022-09-22T06:22'],['2022-09-22T18:38'],[15.35],[0.0],[0.0],[0.0],[0.0],[8.7],[22.0],[303],[2.46]
['2021-09-07'],[25.9],[12.5],[26.5],[12.3],['2021-09-07T05:59'],['2021-09-07T19:13'],[17.6],[0.0],[0.0],[0.0],[0.0],[10.4],[21.2],[88],[3.43]
['2022-09-02'],[27.3],[15.7],[24.3],[13.4],['2022-09-02T05:51'],['2022-09-02T19:24'],[15.14],[0.0],[0.0],[0.0],[0.0],[16.6],[38.2],[350],[5.05]
['2022-03-18'],[14.1],[-1.8],[10.2],[-5.1],['2022-03-18T06:43'],['2022-03-18T18:48'],[15.38],[0.0],[0.0],[0.0],[0.0],[18.7],[33.8],[38],[2.37]
['2022-11-23'],[10.4],[7.8],[6.3],[3.9],['2022-11-23T08:07'],['2022-11-23T16:42'],[3.93],[3.3],[3.3],[0.0],[5.0],[22.3],[42.1],[253],[0.68]
['2022-09-18'],[13.3],[8.9],[10.8],[6.4],['2022-09-18T06:16'],['2022-09-18T18:48'],[4.49],[11.2],[11.2],[0.0],[21.0],[18.6],[44.3],[162],[0.78]
['2022-05-13'],[19.7],[10.0],[16.5],[6.7],['2022-05-13T04:47'],['2022-05-13T20:21'],[22.12],[0.0],[0.0],[0.0],[0.0],[21.0],[46.8],[198],[4.16]
['2022-04-18'],[19.5],[4.8],[17.3],[1.4],['2022-04-18T05:34'],['2022-04-18T19:40'],[22.68],[0.0],[0.0],[0.0],[0.0],[12.0],[20.2],[324],[4.02]
['2022-03-30'],[11.6],[3.0],[8.4],[-0.8],['2022-03-30T06:16'],['2022-03-30T19:09'],[13.04],[0.1],[0.1],[0.0],[1.0],[13.9],[29.9],[52],[2.01]
['2022-03-28'],[16.5],[2.3],[14.9],[-0.6],['2022-03-28T06:20'],['2022-03-28T19:05'],[16.78],[0.0],[0.0],[0.0],[0.0],[10.3],[23.4],[70],[2.48]
['2022-10-31'],[17.0],[8.6],[16.3],[7.4],['2022-10-31T07:28'],['2022-10-31T17:15'],[4.68],[1.4],[1.4],[0.0],[4.0],[16.8],[34.9],[312],[0.87]
['2022-10-21'],[19.0],[13.6],[19.0],[13.0],['2022-10-21T07:10'],['2022-10-21T17:35'],[3.85],[0.8],[0.8],[0.0],[5.0],[14.5],[37.4],[271],[0.8]
['2022-09-09'],[19.1],[14.2],[17.6],[13.4],['2022-09-09T06:02'],['2022-09-09T19:08'],[10.7],[2.2],[2.2],[0.0],[5.0],[23.6],[56.5],[250],[1.89]
['2022-07-01'],[20.1],[12.4],[17.8],[11.2],['2022-07-01T04:23'],['2022-07-01T21:00'],[20.93],[0.3],[0.3],[0.0],[3.0],[17.2],[38.9],[216],[3.67]
['2022-06-07'],[19.2],[12.2],[18.5],[10.5],['2022-06-07T04:21'],['2022-06-07T20:53'],[17.4],[1.1],[1.1],[0.0],[4.0],[17.1],[37.4],[208],[2.97]
['2022-04-12'],[22.0],[7.2],[19.3],[3.7],['2022-04-12T05:47'],['2022-04-12T19:30'],[16.91],[2.9],[2.9],[0.0],[6.0],[14.9],[34.2],[307],[3.66]
['2022-05-16'],[24.8],[14.4],[24.9],[12.5],['2022-05-16T04:43'],['2022-05-16T20:26'],[15.95],[6.8],[6.8],[0.0],[8.0],[19.5],[41.4],[227],[3.79]
['2022-03-29'],[12.9],[6.5],[10.0],[3.9],['2022-03-29T06:18'],['2022-03-29T19:07'],[15.79],[0.0],[0.0],[0.0],[0.0],[15.5],[30.2],[34],[2.23]
['2022-11-11'],[13.4],[6.2],[11.4],[3.6],['2022-11-11T07:47'],['2022-11-11T16:57'],[5.03],[0.0],[0.0],[0.0],[0.0],[18.7],[36.4],[242],[0.73]
['2022-10-28'],[22.3],[14.1],[21.6],[14.1],['2022-10-28T07:22'],['2022-10-28T17:21'],[5.69],[4.6],[4.6],[0.0],[6.0],[16.1],[38.2],[245],[1.46]
['2022-05-16'],[24.8],[14.4],[24.9],[12.5],['2022-05-16T04:43'],['2022-05-16T20:26'],[15.95],[6.8],[6.8],[0.0],[8.0],[19.5],[41.4],[227],[3.79]
['2022-04-18'],[19.5],[4.8],[17.2],[1.4],['2022-04-18T05:34'],['2022-04-18T19:40'],[22.68],[0.0],[0.0],[0.0],[0.0],[12.0],[20.2],[324],[4.02]
['2021-06-18'],[32.0],[20.7],[32.6],[22.2],['2021-06-18T04:18'],['2021-06-18T20:59'],[18.55],[6.4],[6.4],[0.0],[8.0],[17.3],[58.0],[122],[4.66]
['2022-06-16'],[24.0],[12.1],[24.0],[10.3],['2022-06-16T04:18'],['2022-06-16T20:59'],[28.05],[0.0],[0.0],[0.0],[0.0],[12.0],[24.8],[50],[5.28]
['2022-11-30'],[7.7],[5.3],[5.0],[2.6],['2022-11-30T08:17'],['2022-11-30T16:36'],[2.15],[0.0],[0.0],[0.0],[0.0],[12.1],[20.5],[93],[0.32]
['2022-09-09'],[19.1],[14.2],[17.6],[13.4],['2022-09-09T06:02'],['2022-09-09T19:08'],[10.7],[2.2],[2.2],[0.0],[5.0],[23.6],[56.5],[250],[1.89]
['2022-09-16'],[14.9],[10.4],[13.0],[7.7],['2022-09-16T06:13'],['2022-09-16T18:52'],[12.57],[1.8],[1.8],[0.0],[7.0],[18.6],[46.4],[163],[1.86]
['2022-09-13'],[24.6],[15.5],[25.2],[15.1],['2022-09-13T06:08'],['2022-09-13T18:59'],[10.94],[5.3],[5.3],[0.0],[5.0],[11.3],[23.4],[146],[2.3]
['2022-07-21'],[19.3],[15.9],[19.6],[15.7],['2022-07-21T04:44'],['2022-07-21T20:44'],[6.25],[6.8],[6.8],[0.0],[12.0],[23.8],[42.5],[197],[1.14]
['2022-06-07'],[19.2],[12.2],[18.5],[10.5],['2022-06-07T04:21'],['2022-06-07T20:53'],[17.4],[1.1],[1.1],[0.0],[4.0],[17.1],[37.4],[208],[2.97]
['2022-06-16'],[24.0],[12.1],[24.0],[10.3],['2022-06-16T04:18'],['2022-06-16T20:59'],[28.05],[0.0],[0.0],[0.0],[0.0],[12.0],[24.8],[50],[5.28]
['2022-06-16'],[24.0],[12.1],[24.0],[10.3],['2022-06-16T04:18'],['2022-06-16T20:59'],[28.05],[0.0],[0.0],[0.0],[0.0],[12.0],[24.8],[50],[5.28]
['2022-05-09'],[24.0],[5.8],[23.7],[3.4],['2022-05-09T04:54'],['2022-05-09T20:15'],[25.16],[0.0],[0.0],[0.0],[0.0],[9.7],[20.2],[327],[4.51]
['2022-05-12'],[19.4],[9.7],[15.8],[8.0],['2022-05-12T04:49'],['2022-05-12T20:20'],[16.5],[0.2],[0.2],[0.0],[2.0],[19.6],[43.6],[187],[3.44]
['2022-04-21'],[17.5],[6.2],[13.9],[3.0],['2022-04-21T05:28'],['2022-04-21T19:45'],[20.65],[0.0],[0.0],[0.0],[0.0],[20.8],[43.9],[26],[3.9]
['2022-04-18'],[19.5],[4.8],[17.3],[1.4],['2022-04-18T05:34'],['2022-04-18T19:40'],[22.68],[0.0],[0.0],[0.0],[0.0],[12.0],[20.2],[324],[4.02]
['2022-04-11'],[15.4],[2.8],[11.2],[-0.8],['2022-04-11T05:49'],['2022-04-11T19:29'],[20.21],[0.0],[0.0],[0.0],[0.0],[17.7],[39.2],[334],[3.47]
['2022-03-17'],[11.5],[2.0],[9.0],[-1.4],['2022-03-17T06:45'],['2022-03-17T18:47'],[11.14],[3.0],[3.0],[0.0],[4.0],[20.2],[46.1],[160],[1.64]
['2022-10-19'],[14.2],[5.7],[11.4],[2.8],['2022-10-19T07:07'],['2022-10-19T17:39'],[7.46],[0.0],[0.0],[0.0],[0.0],[17.8],[36.7],[6],[1.18]
['2022-06-17'],[29.9],[13.7],[29.3],[12.2],['2022-06-17T04:18'],['2022-06-17T20:59'],[26.52],[0.0],[0.0],[0.0],[0.0],[14.0],[30.2],[266],[5.91]
['2022-06-16'],[24.0],[12.1],[24.0],[10.3],['2022-06-16T04:18'],['2022-06-16T20:59'],[28.05],[0.0],[0.0],[0.0],[0.0],[12.0],[24.8],[50],[5.28]
['2022-06-10'],[22.3],[12.6],[21.6],[11.3],['2022-06-10T04:19'],['2022-06-10T20:55'],[12.97],[0.1],[0.1],[0.0],[1.0],[17.3],[39.2],[238],[3.03]
['2022-06-14'],[21.1],[7.5],[20.6],[5.6],['2022-06-14T04:18'],['2022-06-14T20:58'],[28.22],[0.0],[0.0],[0.0],[0.0],[11.2],[22.3],[53],[4.76]
['2022-05-03'],[16.6],[4.8],[15.1],[2.0],['2022-05-03T05:04'],['2022-05-03T20:05'],[17.86],[0.0],[0.0],[0.0],[0.0],[15.5],[27.7],[87],[3.07]
['2022-02-25'],[7.2],[1.9],[3.3],[-3.1],['2022-02-25T07:29'],['2022-02-25T18:12'],[7.12],[3.4],[3.4],[0.0],[8.0],[23.0],[53.3],[190],[1.0]
['2022-09-28'],[13.6],[6.6],[11.2],[3.8],['2022-09-28T06:32'],['2022-09-28T18:25'],[10.11],[5.4],[5.4],[0.0],[11.0],[15.0],[31.7],[198],[1.34]
['2022-09-23'],[18.2],[8.0],[16.6],[5.9],['2022-09-23T06:24'],['2022-09-23T18:36'],[7.92],[3.6],[3.6],[0.0],[6.0],[10.3],[20.2],[244],[1.55]
['2022-05-11'],[23.3],[14.9],[20.5],[12.6],['2022-05-11T04:50'],['2022-05-11T20:18'],[21.43],[0.2],[0.2],[0.0],[1.0],[27.1],[52.9],[208],[5.08]
['2022-05-13'],[19.6],[9.9],[16.4],[6.7],['2022-05-13T04:47'],['2022-05-13T20:21'],[22.12],[0.0],[0.0],[0.0],[0.0],[21.0],[46.8],[198],[4.16]
